,State,District,Year,Quartar,Trans_Count,Amount
6004,Jharkhand,Garhwa,2019,2,205986,744151237.499465
6005,Jharkhand,Saraikela Kharsawan,2019,2,328153,412040653.554274
6006,Jharkhand,Gumla,2019,2,49344,105885709.66313219
6007,Jharkhand,Chatra,2019,2,145939,427446541.16172373
6008,Jharkhand,Khunti,2019,2,38486,92472196.04874589
6009,Jharkhand,Dhanbad,2019,2,1279110,1614589568.7048624
6010,Jharkhand,Godda,2019,2,143913,298191584.8881432
6011,Jharkhand,Deoghar,2019,2,216404,385121235.7476239
6012,Jharkhand,Palamu,2019,2,330327,1046448701.3271729
6013,Jharkhand,Latehar,2019,2,104321,330417179.3593244
6014,Jharkhand,West Singhbhum,2019,2,127553,243625440.90217423
6015,Jharkhand,Pakur,2019,2,67895,110901285.51662283
6016,Jharkhand,Lohardaga,2019,2,49909,114529140.20313537
6017,Jharkhand,Sahebganj,2019,2,95569,250029522.62360385
6018,Jharkhand,Giridih,2019,2,447860,872870570.3762811
6019,Jharkhand,Bokaro,2019,2,1020185,1369272123.3242126
6020,Jharkhand,Ramgarh,2019,3,466086,666327597.117374
6021,Jharkhand,Ranchi,2019,3,3924885,6987035689.115903
6022,Jharkhand,East Singhbhum,2019,3,1439445,1863746509.1365323
6023,Jharkhand,Jamtara,2019,3,74851,142379562.4853839
6024,Jharkhand,Dumka,2019,3,163465,254711658.17907476
6025,Jharkhand,Koderma,2019,3,218889,472984198.32100344
6026,Jharkhand,Hazaribagh,2019,3,917999,1501364416.6671975
6027,Jharkhand,Simdega,2019,3,32543,71672793.4660503
6028,Jharkhand,Garhwa,2019,3,253092,766713453.1640826
6029,Jharkhand,Saraikela Kharsawan,2019,3,436371,499189494.0970435
6030,Jharkhand,Gumla,2019,3,60628,120987411.12363127
6031,Jharkhand,Chatra,2019,3,191618,462948245.07882226
6032,Jharkhand,Khunti,2019,3,46902,96458968.46191373
6033,Jharkhand,Dhanbad,2019,3,2290227,1900631592.4346042
6034,Jharkhand,Godda,2019,3,156420,330294444.3316301
6035,Jharkhand,Deoghar,2019,3,344455,555613175.4677337
6036,Jharkhand,Palamu,2019,3,408718,1090919704.3977737
6037,Jharkhand,Latehar,2019,3,144588,398425179.6788881
6038,Jharkhand,West Singhbhum,2019,3,172682,269069817.53950894
6039,Jharkhand,Pakur,2019,3,70296,127897219.12087816
6040,Jharkhand,Lohardaga,2019,3,60724,122597923.83547777
6041,Jharkhand,Sahebganj,2019,3,109215,274001393.08005285
6042,Jharkhand,Giridih,2019,3,498118,876022719.9153262
6043,Jharkhand,Bokaro,2019,3,1738430,1613980827.1432543
6044,Jharkhand,Ramgarh,2019,4,606260,907240261.0972492
6045,Jharkhand,Ranchi,2019,4,4962725,8766487755.261751
6046,Jharkhand,East Singhbhum,2019,4,1743320,2454308540.295499
6047,Jharkhand,Jamtara,2019,4,128678,181420052.0316623
6048,Jharkhand,Dumka,2019,4,246083,333225930.0008347
6049,Jharkhand,Koderma,2019,4,300610,620039096.2061743
6050,Jharkhand,Hazaribagh,2019,4,1115893,1919987793.5106766
6051,Jharkhand,Simdega,2019,4,50843,111985838.91556814
6052,Jharkhand,Garhwa,2019,4,353292,1079121447.7061095
6053,Jharkhand,Saraikela Kharsawan,2019,4,542522,632386702.9813409
6054,Jharkhand,Gumla,2019,4,88718,182271440.1914146
6055,Jharkhand,Chatra,2019,4,266238,605474152.4401714
6056,Jharkhand,Khunti,2019,4,63682,141760019.40566558
6057,Jharkhand,Dhanbad,2019,4,2966376,2559078950.795422
6058,Jharkhand,Godda,2019,4,223042,498672089.4866885
6059,Jharkhand,Deoghar,2019,4,411994,652381524.6441478
6060,Jharkhand,Palamu,2019,4,568241,1542916983.3263822
6061,Jharkhand,Latehar,2019,4,178887,527968456.97653687
6062,Jharkhand,West Singhbhum,2019,4,237879,373351248.94109875
6063,Jharkhand,Pakur,2019,4,101976,169185786.96339715
6064,Jharkhand,Lohardaga,2019,4,84315,178315463.61294547
6065,Jharkhand,Sahebganj,2019,4,148678,378366809.0588422
6066,Jharkhand,Giridih,2019,4,664950,1173756910.3354383
6067,Jharkhand,Bokaro,2019,4,2193416,2158045122.491934
6068,Jharkhand,Ramgarh,2020,1,695324,1086274774.7268305
6069,Jharkhand,Ranchi,2020,1,5132983,10593904951.012724
6070,Jharkhand,East Singhbhum,2020,1,1934537,3099559621.386287
6071,Jharkhand,Jamtara,2020,1,110484,209697372.97611183
6072,Jharkhand,Dumka,2020,1,224016,383229546.99452996
6073,Jharkhand,Koderma,2020,1,365431,822439808.7029362
6074,Jharkhand,Hazaribagh,2020,1,1199387,2376853316.738264
6075,Jharkhand,Simdega,2020,1,64462,137272246.4613846
6076,Jharkhand,Garhwa,2020,1,428582,1339489644.523571
6077,Jharkhand,Saraikela Kharsawan,2020,1,595845,742590781.671559
6078,Jharkhand,Gumla,2020,1,111756,222110686.8773355
6079,Jharkhand,Chatra,2020,1,313522,788916110.327395
6080,Jharkhand,Khunti,2020,1,75552,152340107.1539104
6081,Jharkhand,Dhanbad,2020,1,2193642,2650637205.6009936
6082,Jharkhand,Godda,2020,1,249509,564748152.099283
6083,Jharkhand,Deoghar,2020,1,434837,757609415.2029015
6084,Jharkhand,Palamu,2020,1,715476,2015033114.7157931
6085,Jharkhand,Latehar,2020,1,217475,639364154.4533424
6086,Jharkhand,West Singhbhum,2020,1,285811,454415645.6741731
6087,Jharkhand,Pakur,2020,1,108230,205523234.31388295
6088,Jharkhand,Lohardaga,2020,1,104542,204296439.89280277
6089,Jharkhand,Sahebganj,2020,1,177230,487455326.4314028
6090,Jharkhand,Giridih,2020,1,724320,1422925290.0151396
6091,Jharkhand,Bokaro,2020,1,1819760,2254545205.3164005
6092,Jharkhand,Ramgarh,2020,2,881527,1300903967.457524
6093,Jharkhand,Ranchi,2020,2,4656822,10380666521.918905
6094,Jharkhand,East Singhbhum,2020,2,1939867,2840155683.786606
6095,Jharkhand,Jamtara,2020,2,161843,350691494.27817845
6096,Jharkhand,Dumka,2020,2,259862,469191055.92352027
6097,Jharkhand,Koderma,2020,2,493830,912366534.8065351
6098,Jharkhand,Hazaribagh,2020,2,1409834,2588140607.1389537
6099,Jharkhand,Simdega,2020,2,100085,195028382.9212324
6100,Jharkhand,Garhwa,2020,2,599059,1748704415.4989936
6101,Jharkhand,Saraikela Kharsawan,2020,2,587527,766916078.3234978
6102,Jharkhand,Gumla,2020,2,175059,330789187.03839815
6103,Jharkhand,Chatra,2020,2,476954,1108137355.0743728
6104,Jharkhand,Khunti,2020,2,127141,263827186.5077803
6105,Jharkhand,Dhanbad,2020,2,2069288,2849779826.644753
6106,Jharkhand,Godda,2020,2,342499,727907900.2439984
6107,Jharkhand,Deoghar,2020,2,517347,910853520.4686105
6108,Jharkhand,Palamu,2020,2,977293,2564725761.923155
6109,Jharkhand,Latehar,2020,2,301760,870606389.4069383
6110,Jharkhand,West Singhbhum,2020,2,384576,582210638.4847379
6111,Jharkhand,Pakur,2020,2,147662,275919707.4833728
6112,Jharkhand,Lohardaga,2020,2,149462,289764741.07358885
6113,Jharkhand,Sahebganj,2020,2,245058,659620579.2781014
6114,Jharkhand,Giridih,2020,2,1094408,1886588905.3434167
6115,Jharkhand,Bokaro,2020,2,2042748,2612705534.8983884
6116,Jharkhand,Ramgarh,2020,3,1222166,1969854247.423759
6117,Jharkhand,Ranchi,2020,3,6079407,12343755027.43895
6118,Jharkhand,East Singhbhum,2020,3,2722454,4116728544.957738
6119,Jharkhand,Jamtara,2020,3,167054,337059955.068951
6120,Jharkhand,Dumka,2020,3,329425,648063334.9878433
6121,Jharkhand,Koderma,2020,3,670438,1354273356.911725
6122,Jharkhand,Hazaribagh,2020,3,2043474,3943736117.757715
6123,Jharkhand,Simdega,2020,3,114037,257055553.20793328
6124,Jharkhand,Garhwa,2020,3,691808,1995620748.670542
6125,Jharkhand,Saraikela Kharsawan,2020,3,813102,1185068471.0752506
6126,Jharkhand,Gumla,2020,3,211669,453944247.74527246
6127,Jharkhand,Chatra,2020,3,553055,1310278826.408379
6128,Jharkhand,Khunti,2020,3,259453,653803866.6006848
6129,Jharkhand,Dhanbad,2020,3,2897219,4328813599.670497
6130,Jharkhand,Godda,2020,3,419522,946721454.8104622
6131,Jharkhand,Deoghar,2020,3,696852,1245632763.5577192
6132,Jharkhand,Palamu,2020,3,1186565,3029928179.9686275
6133,Jharkhand,Latehar,2020,3,354462,979875803.5760496
6134,Jharkhand,West Singhbhum,2020,3,471912,884348327.5039041
6135,Jharkhand,Pakur,2020,3,177650,376632378.6947435
6136,Jharkhand,Lohardaga,2020,3,195656,425384823.0010126
6137,Jharkhand,Sahebganj,2020,3,298379,828597626.3482716
6138,Jharkhand,Giridih,2020,3,1577805,3133920203.0911756
6139,Jharkhand,Bokaro,2020,3,2914909,3873518361.5365276
6140,Jharkhand,Ramgarh,2020,4,1794655,3007749575.42791
6141,Jharkhand,Ranchi,2020,4,8317124,15659917253.677042
6142,Jharkhand,East Singhbhum,2020,4,4179679,6186133250.919455
6143,Jharkhand,Jamtara,2020,4,219668,411533853.2107391
6144,Jharkhand,Dumka,2020,4,477931,945885729.6587029
6145,Jharkhand,Koderma,2020,4,1009906,2084555455.864562
6146,Jharkhand,Hazaribagh,2020,4,3130010,6000420755.634438
6147,Jharkhand,Simdega,2020,4,159242,394670989.1547481
6148,Jharkhand,Garhwa,2020,4,1066915,3132518917.570641
6149,Jharkhand,Saraikela Kharsawan,2020,4,1193402,1733160460.894959
6150,Jharkhand,Gumla,2020,4,304672,683638237.6119499
6151,Jharkhand,Chatra,2020,4,803578,1902306145.1554122
6152,Jharkhand,Khunti,2020,4,308867,747006598.3386451
6153,Jharkhand,Dhanbad,2020,4,4393208,6659934484.806874
6154,Jharkhand,Godda,2020,4,565640,1281356655.8426871
6155,Jharkhand,Deoghar,2020,4,997893,1729898241.8346453
6156,Jharkhand,Palamu,2020,4,1861344,4863829078.659186
6157,Jharkhand,Latehar,2020,4,528656,1484525842.3836887
6158,Jharkhand,West Singhbhum,2020,4,681181,1292020190.6032867
6159,Jharkhand,Pakur,2020,4,250419,572066553.6930829
6160,Jharkhand,Lohardaga,2020,4,270837,604770618.0510373
6161,Jharkhand,Sahebganj,2020,4,480796,1235490291.6690285
6162,Jharkhand,Giridih,2020,4,2130742,4345307139.123083
6163,Jharkhand,Bokaro,2020,4,4305268,5846478510.257725
6164,Jharkhand,Ramgarh,2021,1,1838015,3113016266.674764
6165,Jharkhand,Ranchi,2021,1,11611641,20516524899.03152
6166,Jharkhand,East Singhbhum,2021,1,4431654,6647300274.483877
6167,Jharkhand,Jamtara,2021,1,208526,456838927.1135131
6168,Jharkhand,Dumka,2021,1,485116,1054597944.1023581
6169,Jharkhand,Koderma,2021,1,1058803,2379867579.0265236
6170,Jharkhand,Hazaribagh,2021,1,3539762,6866253812.618536
6171,Jharkhand,Simdega,2021,1,163159,443425869.7908051
6172,Jharkhand,Garhwa,2021,1,1096691,3661839156.3892975
6173,Jharkhand,Saraikela Kharsawan,2021,1,1224133,1846065133.2774882
6174,Jharkhand,Gumla,2021,1,300767,700017298.5308061
6175,Jharkhand,Chatra,2021,1,839701,2171985101.448553
6176,Jharkhand,Khunti,2021,1,464048,1047603370.1557792
6177,Jharkhand,Dhanbad,2021,1,4584110,6811987883.293642
6178,Jharkhand,Godda,2021,1,584620,1457345939.5015016
6179,Jharkhand,Deoghar,2021,1,1017919,1876182730.6236756
6180,Jharkhand,Palamu,2021,1,2014288,5697480883.817553
6181,Jharkhand,Latehar,2021,1,546679,1732342142.5834413
6182,Jharkhand,West Singhbhum,2021,1,670523,1322374324.8912904
6183,Jharkhand,Pakur,2021,1,263883,682145434.961675
6184,Jharkhand,Lohardaga,2021,1,259945,625119351.870021
6185,Jharkhand,Sahebganj,2021,1,517329,1456515063.8178966
6186,Jharkhand,Giridih,2021,1,2479885,5277166388.790894
6187,Jharkhand,Bokaro,2021,1,4420466,5905357346.344383
6188,Jharkhand,Ramgarh,2021,2,2288585,3877533810.611661
6189,Jharkhand,Ranchi,2021,2,12803752,24097148083.85807
6190,Jharkhand,East Singhbhum,2021,2,4844508,7485477213.88922
6191,Jharkhand,Jamtara,2021,2,268046,576323502.2984698
6192,Jharkhand,Dumka,2021,2,579153,1248082915.3199866
6193,Jharkhand,Koderma,2021,2,1572074,3471429723.7763453
6194,Jharkhand,Hazaribagh,2021,2,4311550,8773101232.77659
6195,Jharkhand,Simdega,2021,2,204689,556206846.121381
6196,Jharkhand,Garhwa,2021,2,1508109,4795351244.711267
6197,Jharkhand,Saraikela Kharsawan,2021,2,1440421,2222711733.4601
6198,Jharkhand,Gumla,2021,2,389400,873032795.9258515
6199,Jharkhand,Chatra,2021,2,1183845,3030531855.554953
6200,Jharkhand,Khunti,2021,2,623106,1375114068.8753088
6201,Jharkhand,Dhanbad,2021,2,5334482,8209158081.62978
6202,Jharkhand,Godda,2021,2,788804,1898253133.9049225
6203,Jharkhand,Deoghar,2021,2,1262537,2376011132.9046144
6204,Jharkhand,Palamu,2021,2,2758556,7542921519.250463
6205,Jharkhand,Latehar,2021,2,706554,2053012067.274984
6206,Jharkhand,West Singhbhum,2021,2,794591,1521313659.4784636
6207,Jharkhand,Pakur,2021,2,337610,833572858.5864425
6208,Jharkhand,Lohardaga,2021,2,339384,800493627.1009691
6209,Jharkhand,Sahebganj,2021,2,703625,1910517620.5575867
6210,Jharkhand,Giridih,2021,2,3689998,7492833865.491149
6211,Jharkhand,Bokaro,2021,2,5268766,7412510718.099218
6212,Jharkhand,Ramgarh,2021,3,2997440,4729136754.335512
6213,Jharkhand,Ranchi,2021,3,18164412,29840666997.95928
6214,Jharkhand,East Singhbhum,2021,3,6664581,9865148330.327866
6215,Jharkhand,Jamtara,2021,3,309392,648846970.5691583
6216,Jharkhand,Dumka,2021,3,738218,1457487337.7677379
6217,Jharkhand,Koderma,2021,3,1915108,3791284439.1618476
6218,Jharkhand,Hazaribagh,2021,3,5890582,10260697900.091328
6219,Jharkhand,Simdega,2021,3,250147,660899558.6634479
6220,Jharkhand,Garhwa,2021,3,1683530,4548792921.936173
6221,Jharkhand,Saraikela Kharsawan,2021,3,1902736,2794551681.2667665
6222,Jharkhand,Gumla,2021,3,476983,1094145300.9796107
6223,Jharkhand,Chatra,2021,3,1402714,3145217133.680824
6224,Jharkhand,Khunti,2021,3,788933,1555491870.4693995
6225,Jharkhand,Dhanbad,2021,3,7087770,10358661169.007961
6226,Jharkhand,Godda,2021,3,942468,2073832346.8346558
6227,Jharkhand,Deoghar,2021,3,1605675,2727738277.4550085
6228,Jharkhand,Palamu,2021,3,3314946,7464641801.918359
6229,Jharkhand,Latehar,2021,3,854352,2134940878.023822
6230,Jharkhand,West Singhbhum,2021,3,1029963,1879543305.8712544
6231,Jharkhand,Pakur,2021,3,429912,996153827.0320704
6232,Jharkhand,Lohardaga,2021,3,433222,973484842.9819839
6233,Jharkhand,Sahebganj,2021,3,902632,2163112863.5354643
6234,Jharkhand,Giridih,2021,3,4225858,7817410903.974937
6235,Jharkhand,Bokaro,2021,3,6784128,8909127705.00824
6236,Jharkhand,Ramgarh,2021,4,3983583,6432497429.630726
6237,Jharkhand,Ranchi,2021,4,24545152,39912526848.089005
6238,Jharkhand,East Singhbhum,2021,4,8580079,12866334499.288763
6239,Jharkhand,Jamtara,2021,4,420110,899430757.6446146
6240,Jharkhand,Dumka,2021,4,1007415,1995978391.5600896
6241,Jharkhand,Koderma,2021,4,2621669,5203974984.686633
6242,Jharkhand,Hazaribagh,2021,4,7977180,13886616619.230751
6243,Jharkhand,Simdega,2021,4,337680,938425675.838901
6244,Jharkhand,Garhwa,2021,4,2450056,6434562133.24218
6245,Jharkhand,Saraikela Kharsawan,2021,4,2464688,3572566246.9868546
6246,Jharkhand,Gumla,2021,4,636433,1527038244.986805
6247,Jharkhand,Chatra,2021,4,1941040,4513039854.003838
6248,Jharkhand,Khunti,2021,4,1041603,2066589985.050446
6249,Jharkhand,Dhanbad,2021,4,9479444,14274464381.899334
6250,Jharkhand,Godda,2021,4,1280918,2759418369.0632443
6251,Jharkhand,Deoghar,2021,4,2254328,3870686738.9693007
6252,Jharkhand,Palamu,2021,4,4766385,10484190181.850275
6253,Jharkhand,Latehar,2021,4,1244068,3090427190.28729
6254,Jharkhand,West Singhbhum,2021,4,1326606,2426160587.4312463
6255,Jharkhand,Pakur,2021,4,569777,1387823403.0125422
6256,Jharkhand,Lohardaga,2021,4,573613,1354289419.7989063
6257,Jharkhand,Sahebganj,2021,4,1245223,2906816927.8439384
6258,Jharkhand,Giridih,2021,4,5962192,11092190597.045721
6259,Jharkhand,Bokaro,2021,4,9299800,12121069536.264236
6260,Jharkhand,Ramgarh,2022,1,4563913,7357524201.067263
6261,Jharkhand,Ranchi,2022,1,28253540,46123330242.43965
6262,Jharkhand,East Singhbhum,2022,1,9576498,14369232011.490185
6263,Jharkhand,Jamtara,2022,1,509710,1146919042.9367557
6264,Jharkhand,Dumka,2022,1,1217056,2515250142.3814683
6265,Jharkhand,Koderma,2022,1,3110218,6307772153.647697
6266,Jharkhand,Hazaribagh,2022,1,9038043,16229125858.21476
6267,Jharkhand,Simdega,2022,1,404144,1158227728.2014425
6268,Jharkhand,Garhwa,2022,1,3083712,8114726164.818387
6269,Jharkhand,Saraikela Kharsawan,2022,1,2898782,4186515207.9306135
6270,Jharkhand,Gumla,2022,1,754224,1879874426.2507083
6271,Jharkhand,Chatra,2022,1,2374388,5533043421.845955
6272,Jharkhand,Khunti,2022,1,1216509,2485225606.253108
6273,Jharkhand,Dhanbad,2022,1,10895145,16014299345.818779
6274,Jharkhand,Godda,2022,1,1566829,3345307617.917452
6275,Jharkhand,Deoghar,2022,1,2703664,4605824380.020501
6276,Jharkhand,Palamu,2022,1,5805932,13079772637.081738
6277,Jharkhand,Latehar,2022,1,1472028,3766466584.8529816
6278,Jharkhand,West Singhbhum,2022,1,1552052,2898889391.9400935
6279,Jharkhand,Pakur,2022,1,707821,1905982392.0394137
6280,Jharkhand,Lohardaga,2022,1,689219,1639015955.027969
6281,Jharkhand,Sahebganj,2022,1,1485645,3691126213.517649
6282,Jharkhand,Giridih,2022,1,7126103,13042929318.085455
6283,Jharkhand,Bokaro,2022,1,9906035,13303827043.387667
6284,Jharkhand,Ramgarh,2022,2,5430685,8627263910.657629
6285,Jharkhand,Ranchi,2022,2,33436768,52558538612.80676
6286,Jharkhand,East Singhbhum,2022,2,10983841,16073962066.52158
6287,Jharkhand,Jamtara,2022,2,619795,1258716824.4797027
6288,Jharkhand,Dumka,2022,2,1462611,2887204901.1222754
6289,Jharkhand,Koderma,2022,2,3886718,7755155139.208385
6290,Jharkhand,Hazaribagh,2022,2,11022611,19190223094.567883
6291,Jharkhand,Simdega,2022,2,476399,1301745859.7078989
6292,Jharkhand,Garhwa,2022,2,3818360,9098354638.470043
6293,Jharkhand,Saraikela Kharsawan,2022,2,3466392,4759690389.251504
6294,Jharkhand,Gumla,2022,2,894409,2129816836.3231485
6295,Jharkhand,Chatra,2022,2,2879443,6243395011.904849
6296,Jharkhand,Khunti,2022,2,1517634,3011232151.6080604
6297,Jharkhand,Dhanbad,2022,2,12714016,18944522591.96142
6298,Jharkhand,Godda,2022,2,1939947,3891623258.9863048
6299,Jharkhand,Deoghar,2022,2,3358367,5576372696.354474
6300,Jharkhand,Palamu,2022,2,7012344,14888012258.109343
6301,Jharkhand,Latehar,2022,2,1795281,3972328234.621932
6302,Jharkhand,West Singhbhum,2022,2,1845089,3224899769.178769
6303,Jharkhand,Pakur,2022,2,842074,2166514537.3977833
6304,Jharkhand,Lohardaga,2022,2,801026,1806961503.0803266
6305,Jharkhand,Sahebganj,2022,2,1792974,4274424134.7660823
6306,Jharkhand,Giridih,2022,2,9232036,16356999528.590523
6307,Jharkhand,Bokaro,2022,2,11696455,15638269878.460331
6308,Jharkhand,Ramgarh,2022,3,5408270,7941969760.320181
6309,Jharkhand,Ranchi,2022,3,39158673,58067147243.96931
6310,Jharkhand,East Singhbhum,2022,3,19160036,27908242815.704754
6311,Jharkhand,Jamtara,2022,3,676421,1260620645.935399
6312,Jharkhand,Dumka,2022,3,1656873,2922736710.4129534
6313,Jharkhand,Koderma,2022,3,3729215,6719612545.072683
6314,Jharkhand,Hazaribagh,2022,3,11491587,17774103981.03254
6315,Jharkhand,Simdega,2022,3,480280,1181675630.8471434
6316,Jharkhand,Garhwa,2022,3,3534059,7408995093.104103
6317,Jharkhand,Saraikela Kharsawan,2022,3,3494650,4549539388.877192
6318,Jharkhand,Gumla,2022,3,889566,1891320940.1551285
6319,Jharkhand,Chatra,2022,3,2869004,5579743807.929993
6320,Jharkhand,Khunti,2022,3,664562,1358819088.0725036
6321,Jharkhand,Dhanbad,2022,3,14284651,20625687079.700974
6322,Jharkhand,Godda,2022,3,2090055,3774386753.0280037
6323,Jharkhand,Deoghar,2022,3,4037018,6301182422.022277
6324,Jharkhand,Palamu,2022,3,6770650,12637980151.71046
6325,Jharkhand,Latehar,2022,3,1882171,3651232343.971246
6326,Jharkhand,West Singhbhum,2022,3,1924846,3064413681.831046
6327,Jharkhand,Pakur,2022,3,932909,2120076141.536376
6328,Jharkhand,Lohardaga,2022,3,998534,1956180288.182396
6329,Jharkhand,Sahebganj,2022,3,1978228,4069365294.255315
6330,Jharkhand,Giridih,2022,3,7398254,11920111086.952282
6331,Jharkhand,Bokaro,2022,3,11304820,14727741169.334763
6332,Jharkhand,Ramgarh,2022,4,6829219,10303594244.585339
6333,Jharkhand,Ranchi,2022,4,41821467,63819119475.171
6334,Jharkhand,East Singhbhum,2022,4,24875930,36996606734.88582
6335,Jharkhand,Jamtara,2022,4,788453,1452980042.7320683
6336,Jharkhand,Dumka,2022,4,1803301,3293615886.0002213
6337,Jharkhand,Koderma,2022,4,4355218,7861436768.904085
6338,Jharkhand,Hazaribagh,2022,4,13124400,20746013914.46022
6339,Jharkhand,Simdega,2022,4,581669,1441320978.7525017
6340,Jharkhand,Garhwa,2022,4,4570205,8930245496.96877
6341,Jharkhand,Saraikela Kharsawan,2022,4,3981420,5149925217.078531
6342,Jharkhand,Gumla,2022,4,1097729,2389426171.4415545
6343,Jharkhand,Chatra,2022,4,4086659,7692113539.161083
6344,Jharkhand,Khunti,2022,4,663055,1389615318.5767865
6345,Jharkhand,Dhanbad,2022,4,18383284,27724792259.010098
6346,Jharkhand,Godda,2022,4,2949010,5171409110.291876
6347,Jharkhand,Deoghar,2022,4,4399812,6832642718.442625
6348,Jharkhand,Palamu,2022,4,8295151,15143138186.199799
6349,Jharkhand,Latehar,2022,4,2253112,4319127421.563878
6350,Jharkhand,West Singhbhum,2022,4,2362475,3768591306.008004
6351,Jharkhand,Pakur,2022,4,1175359,2648838438.839152
6352,Jharkhand,Lohardaga,2022,4,1095064,2159930311.3398304
6353,Jharkhand,Sahebganj,2022,4,2474476,4932348254.143383
6354,Jharkhand,Giridih,2022,4,8482602,13630978502.274261
6355,Jharkhand,Bokaro,2022,4,14851022,20173927151.750206
6356,Jharkhand,Ramgarh,2023,1,10688070,15324220562.0
6357,Jharkhand,Ranchi,2023,1,45763754,61307442040.0
6358,Jharkhand,East Singhbhum,2023,1,20695978,27275071566.0
6359,Jharkhand,Jamtara,2023,1,1481517,2635180765.0
6360,Jharkhand,Dumka,2023,1,3372232,5906944175.0
