,State,District,Year,Quartar,Registered_Users,App_Open_Count
5843,Jammu & Kashmir,Ganderbal,2023,3,38539,11412437
5844,Jammu & Kashmir,Udhampur,2023,3,103054,19829111
5845,Jammu & Kashmir,Bandipore,2023,3,42437,4574495
5846,Jammu & Kashmir,Reasi,2023,3,48709,16244706
5847,Jammu & Kashmir,Shopian,2023,3,29274,6868446
5848,Jammu & Kashmir,Poonch,2023,3,50716,16670040
5849,Jammu & Kashmir,Kathua,2023,3,110005,28520026
5850,Jammu & Kashmir,Kishtwar,2023,3,21550,6707170
5851,Jammu & Kashmir,Pulwama,2023,3,80258,8748278
5852,Jammu & Kashmir,Ramban,2023,3,30080,11185754
5853,Jammu & Kashmir,Rajouri,2023,3,83335,15685000
5854,Jammu & Kashmir,Kulgam,2023,3,55512,7432705
5855,Jammu & Kashmir,Budgam,2023,3,116523,8284840
5856,Jammu & Kashmir,Anantnag,2023,3,105459,20036656
5857,Jammu & Kashmir,Kupwara,2023,3,104220,13247040
5858,Jammu & Kashmir,Muzaffarabad,2023,4,727,134776
5859,Jammu & Kashmir,Doda,2023,4,49155,6594941
5860,Jammu & Kashmir,Samba,2023,4,95819,9139176
5861,Jammu & Kashmir,Mirpur,2023,4,9741,1068794
5862,Jammu & Kashmir,Srinagar,2023,4,187378,13562789
5863,Jammu & Kashmir,Baramulla,2023,4,162749,15028233
5864,Jammu & Kashmir,Jammu,2023,4,542942,37944698
5865,Jammu & Kashmir,Ganderbal,2023,4,40098,4083127
5866,Jammu & Kashmir,Udhampur,2023,4,106838,8913483
5867,Jammu & Kashmir,Bandipore,2023,4,44134,3278743
5868,Jammu & Kashmir,Reasi,2023,4,50544,5843750
5869,Jammu & Kashmir,Shopian,2023,4,30546,4911785
5870,Jammu & Kashmir,Poonch,2023,4,52687,5141027
5871,Jammu & Kashmir,Kathua,2023,4,114338,11304316
5872,Jammu & Kashmir,Kishtwar,2023,4,22442,2493713
5873,Jammu & Kashmir,Pulwama,2023,4,83442,7311732
5874,Jammu & Kashmir,Ramban,2023,4,31241,3929381
5875,Jammu & Kashmir,Rajouri,2023,4,86618,7493563
5876,Jammu & Kashmir,Kulgam,2023,4,57794,6883177
5877,Jammu & Kashmir,Budgam,2023,4,121095,10016156
5878,Jammu & Kashmir,Anantnag,2023,4,109642,11750992
5879,Jammu & Kashmir,Kupwara,2023,4,108196,9474510
5880,Jharkhand,Ramgarh,2018,1,37875,0
5881,Jharkhand,Ranchi,2018,1,159444,0
5882,Jharkhand,East Singhbhum,2018,1,103016,0
5883,Jharkhand,Jamtara,2018,1,10659,0
5884,Jharkhand,Dumka,2018,1,16027,0
5885,Jharkhand,Koderma,2018,1,21423,0
5886,Jharkhand,Hazaribagh,2018,1,56421,0
5887,Jharkhand,Simdega,2018,1,2983,0
5888,Jharkhand,Garhwa,2018,1,14981,0
5889,Jharkhand,Saraikela Kharsawan,2018,1,31177,0
5890,Jharkhand,Gumla,2018,1,6616,0
5891,Jharkhand,Chatra,2018,1,11805,0
5892,Jharkhand,Khunti,2018,1,4037,0
5893,Jharkhand,Dhanbad,2018,1,130195,0
5894,Jharkhand,Godda,2018,1,16608,0
5895,Jharkhand,Deoghar,2018,1,35229,0
5896,Jharkhand,Palamu,2018,1,31788,0
5897,Jharkhand,Latehar,2018,1,7580,0
5898,Jharkhand,West Singhbhum,2018,1,15529,0
5899,Jharkhand,Pakur,2018,1,6846,0
5900,Jharkhand,Lohardaga,2018,1,5431,0
5901,Jharkhand,Sahebganj,2018,1,12479,0
5902,Jharkhand,Giridih,2018,1,45940,0
5903,Jharkhand,Bokaro,2018,1,101673,0
5904,Jharkhand,Ramgarh,2018,2,51846,0
5905,Jharkhand,Ranchi,2018,2,216019,0
5906,Jharkhand,East Singhbhum,2018,2,142493,0
5907,Jharkhand,Jamtara,2018,2,15754,0
5908,Jharkhand,Dumka,2018,2,22385,0
5909,Jharkhand,Koderma,2018,2,28998,0
5910,Jharkhand,Hazaribagh,2018,2,78856,0
5911,Jharkhand,Simdega,2018,2,4315,0
5912,Jharkhand,Garhwa,2018,2,22429,0
5913,Jharkhand,Saraikela Kharsawan,2018,2,43186,0
5914,Jharkhand,Gumla,2018,2,9302,0
5915,Jharkhand,Chatra,2018,2,17229,0
5916,Jharkhand,Khunti,2018,2,5835,0
5917,Jharkhand,Dhanbad,2018,2,181348,0
5918,Jharkhand,Godda,2018,2,23746,0
5919,Jharkhand,Deoghar,2018,2,50575,0
5920,Jharkhand,Palamu,2018,2,45659,0
5921,Jharkhand,Latehar,2018,2,11032,0
5922,Jharkhand,West Singhbhum,2018,2,22297,0
5923,Jharkhand,Pakur,2018,2,9475,0
5924,Jharkhand,Lohardaga,2018,2,7702,0
5925,Jharkhand,Sahebganj,2018,2,17195,0
5926,Jharkhand,Giridih,2018,2,63248,0
5927,Jharkhand,Bokaro,2018,2,139675,0
5928,Jharkhand,Ramgarh,2018,3,63704,0
5929,Jharkhand,Ranchi,2018,3,265341,0
5930,Jharkhand,East Singhbhum,2018,3,176668,0
5931,Jharkhand,Jamtara,2018,3,20471,0
5932,Jharkhand,Dumka,2018,3,28400,0
5933,Jharkhand,Koderma,2018,3,36314,0
5934,Jharkhand,Hazaribagh,2018,3,99502,0
5935,Jharkhand,Simdega,2018,3,5759,0
5936,Jharkhand,Garhwa,2018,3,30199,0
5937,Jharkhand,Saraikela Kharsawan,2018,3,54706,0
5938,Jharkhand,Gumla,2018,3,12095,0
5939,Jharkhand,Chatra,2018,3,22931,0
5940,Jharkhand,Khunti,2018,3,8026,0
5941,Jharkhand,Dhanbad,2018,3,219103,0
5942,Jharkhand,Godda,2018,3,30225,0
5943,Jharkhand,Deoghar,2018,3,63814,0
5944,Jharkhand,Palamu,2018,3,59382,0
5945,Jharkhand,Latehar,2018,3,14871,0
5946,Jharkhand,West Singhbhum,2018,3,29036,0
5947,Jharkhand,Pakur,2018,3,12107,0
5948,Jharkhand,Lohardaga,2018,3,10207,0
5949,Jharkhand,Sahebganj,2018,3,21878,0
5950,Jharkhand,Giridih,2018,3,80440,0
5951,Jharkhand,Bokaro,2018,3,167183,0
5952,Jharkhand,Ramgarh,2018,4,78772,0
5953,Jharkhand,Ranchi,2018,4,326599,0
5954,Jharkhand,East Singhbhum,2018,4,217406,0
5955,Jharkhand,Jamtara,2018,4,26309,0
5956,Jharkhand,Dumka,2018,4,36099,0
5957,Jharkhand,Koderma,2018,4,45333,0
5958,Jharkhand,Hazaribagh,2018,4,126167,0
5959,Jharkhand,Simdega,2018,4,7712,0
5960,Jharkhand,Garhwa,2018,4,40041,0
5961,Jharkhand,Saraikela Kharsawan,2018,4,68611,0
5962,Jharkhand,Gumla,2018,4,15753,0
5963,Jharkhand,Chatra,2018,4,30596,0
5964,Jharkhand,Khunti,2018,4,10206,0
5965,Jharkhand,Dhanbad,2018,4,268439,0
5966,Jharkhand,Godda,2018,4,38887,0
5967,Jharkhand,Deoghar,2018,4,80669,0
5968,Jharkhand,Palamu,2018,4,77478,0
5969,Jharkhand,Latehar,2018,4,19320,0
5970,Jharkhand,West Singhbhum,2018,4,37405,0
5971,Jharkhand,Pakur,2018,4,15419,0
5972,Jharkhand,Lohardaga,2018,4,13230,0
5973,Jharkhand,Sahebganj,2018,4,28138,0
5974,Jharkhand,Giridih,2018,4,103118,0
5975,Jharkhand,Bokaro,2018,4,202242,0
5976,Jharkhand,Ramgarh,2019,1,93606,0
5977,Jharkhand,Ranchi,2019,1,386608,0
5978,Jharkhand,East Singhbhum,2019,1,256344,0
5979,Jharkhand,Jamtara,2019,1,31881,0
5980,Jharkhand,Dumka,2019,1,43171,0
5981,Jharkhand,Koderma,2019,1,54059,0
5982,Jharkhand,Hazaribagh,2019,1,151904,0
5983,Jharkhand,Simdega,2019,1,9604,0
5984,Jharkhand,Garhwa,2019,1,49830,0
5985,Jharkhand,Saraikela Kharsawan,2019,1,81052,0
5986,Jharkhand,Gumla,2019,1,19367,0
5987,Jharkhand,Chatra,2019,1,38103,0
5988,Jharkhand,Khunti,2019,1,12464,0
5989,Jharkhand,Dhanbad,2019,1,313255,0
5990,Jharkhand,Godda,2019,1,47481,0
5991,Jharkhand,Deoghar,2019,1,97449,0
5992,Jharkhand,Palamu,2019,1,94917,0
5993,Jharkhand,Latehar,2019,1,23885,0
5994,Jharkhand,West Singhbhum,2019,1,45300,0
5995,Jharkhand,Pakur,2019,1,19057,0
5996,Jharkhand,Lohardaga,2019,1,16058,0
5997,Jharkhand,Sahebganj,2019,1,34076,0
5998,Jharkhand,Giridih,2019,1,123889,0
5999,Jharkhand,Bokaro,2019,1,235969,0
6000,Jharkhand,Ramgarh,2019,2,106681,620109
6001,Jharkhand,Ranchi,2019,2,441616,2630101
6002,Jharkhand,East Singhbhum,2019,2,293761,1617866
6003,Jharkhand,Jamtara,2019,2,38190,143343
6004,Jharkhand,Dumka,2019,2,49461,238865
6005,Jharkhand,Koderma,2019,2,61305,368015
6006,Jharkhand,Hazaribagh,2019,2,174278,1185663
6007,Jharkhand,Simdega,2019,2,11491,49387
6008,Jharkhand,Garhwa,2019,2,58146,384220
6009,Jharkhand,Saraikela Kharsawan,2019,2,91579,540602
6010,Jharkhand,Gumla,2019,2,22928,94141
6011,Jharkhand,Chatra,2019,2,44677,282074
6012,Jharkhand,Khunti,2019,2,14727,73934
6013,Jharkhand,Dhanbad,2019,2,350861,2002322
6014,Jharkhand,Godda,2019,2,54586,284339
6015,Jharkhand,Deoghar,2019,2,115129,498504
6016,Jharkhand,Palamu,2019,2,109508,658714
6017,Jharkhand,Latehar,2019,2,28215,201889
6018,Jharkhand,West Singhbhum,2019,2,53382,239884
6019,Jharkhand,Pakur,2019,2,22184,123261
6020,Jharkhand,Lohardaga,2019,2,18787,88845
6021,Jharkhand,Sahebganj,2019,2,39201,191204
6022,Jharkhand,Giridih,2019,2,140800,794100
6023,Jharkhand,Bokaro,2019,2,263361,1617684
6024,Jharkhand,Ramgarh,2019,3,119804,2267440
6025,Jharkhand,Ranchi,2019,3,495155,10129751
6026,Jharkhand,East Singhbhum,2019,3,329319,6050920
6027,Jharkhand,Jamtara,2019,3,44605,468395
6028,Jharkhand,Dumka,2019,3,54795,856263
6029,Jharkhand,Koderma,2019,3,67920,1212989
6030,Jharkhand,Hazaribagh,2019,3,196452,4356338
6031,Jharkhand,Simdega,2019,3,12955,159450
6032,Jharkhand,Garhwa,2019,3,65981,1257909
6033,Jharkhand,Saraikela Kharsawan,2019,3,101247,2009557
6034,Jharkhand,Gumla,2019,3,26048,311673
6035,Jharkhand,Chatra,2019,3,50825,994108
6036,Jharkhand,Khunti,2019,3,16486,242909
6037,Jharkhand,Dhanbad,2019,3,388528,8240359
6038,Jharkhand,Godda,2019,3,60653,905058
6039,Jharkhand,Deoghar,2019,3,132603,1871907
6040,Jharkhand,Palamu,2019,3,123609,2175855
6041,Jharkhand,Latehar,2019,3,32061,717719
6042,Jharkhand,West Singhbhum,2019,3,60358,873324
6043,Jharkhand,Pakur,2019,3,25013,391373
6044,Jharkhand,Lohardaga,2019,3,21242,302878
6045,Jharkhand,Sahebganj,2019,3,43911,611414
6046,Jharkhand,Giridih,2019,3,155689,2634087
6047,Jharkhand,Bokaro,2019,3,290252,6462784
6048,Jharkhand,Ramgarh,2019,4,134423,2847207
6049,Jharkhand,Ranchi,2019,4,548293,11810321
6050,Jharkhand,East Singhbhum,2019,4,364379,7080865
6051,Jharkhand,Jamtara,2019,4,53422,699449
6052,Jharkhand,Dumka,2019,4,62129,1099247
6053,Jharkhand,Koderma,2019,4,75718,1615207
6054,Jharkhand,Hazaribagh,2019,4,222038,5339953
6055,Jharkhand,Simdega,2019,4,15055,239546
6056,Jharkhand,Garhwa,2019,4,76320,1731346
6057,Jharkhand,Saraikela Kharsawan,2019,4,112827,2436243
6058,Jharkhand,Gumla,2019,4,30074,442354
6059,Jharkhand,Chatra,2019,4,58784,1340259
6060,Jharkhand,Khunti,2019,4,18867,313446
6061,Jharkhand,Dhanbad,2019,4,436201,10977420
6062,Jharkhand,Godda,2019,4,68844,1227420
6063,Jharkhand,Deoghar,2019,4,155132,2408742
6064,Jharkhand,Palamu,2019,4,141817,2998942
6065,Jharkhand,Latehar,2019,4,37036,884862
6066,Jharkhand,West Singhbhum,2019,4,68537,1149228
6067,Jharkhand,Pakur,2019,4,28972,524670
6068,Jharkhand,Lohardaga,2019,4,24330,414639
6069,Jharkhand,Sahebganj,2019,4,49836,803765
6070,Jharkhand,Giridih,2019,4,175648,3510788
6071,Jharkhand,Bokaro,2019,4,322689,8285870
6072,Jharkhand,Ramgarh,2020,1,149467,3234694
6073,Jharkhand,Ranchi,2020,1,602664,12670342
6074,Jharkhand,East Singhbhum,2020,1,398663,7560425
6075,Jharkhand,Jamtara,2020,1,62283,702395
6076,Jharkhand,Dumka,2020,1,69852,1172516
6077,Jharkhand,Koderma,2020,1,84331,1862938
6078,Jharkhand,Hazaribagh,2020,1,248710,5867137
6079,Jharkhand,Simdega,2020,1,17525,296335
6080,Jharkhand,Garhwa,2020,1,87607,2110569
6081,Jharkhand,Saraikela Kharsawan,2020,1,124479,2627564
6082,Jharkhand,Gumla,2020,1,34702,527039
6083,Jharkhand,Chatra,2020,1,67305,1587493
6084,Jharkhand,Khunti,2020,1,21442,354137
6085,Jharkhand,Dhanbad,2020,1,479075,9614867
6086,Jharkhand,Godda,2020,1,77305,1404924
6087,Jharkhand,Deoghar,2020,1,179746,2757806
6088,Jharkhand,Palamu,2020,1,161215,3688215
6089,Jharkhand,Latehar,2020,1,42321,1057532
6090,Jharkhand,West Singhbhum,2020,1,77335,1328533
6091,Jharkhand,Pakur,2020,1,33331,593048
6092,Jharkhand,Lohardaga,2020,1,27627,483440
6093,Jharkhand,Sahebganj,2020,1,56249,960216
6094,Jharkhand,Giridih,2020,1,195939,3768943
6095,Jharkhand,Bokaro,2020,1,352220,7783605
6096,Jharkhand,Ramgarh,2020,2,165378,3567510
6097,Jharkhand,Ranchi,2020,2,658759,9561741
6098,Jharkhand,East Singhbhum,2020,2,434360,6992818
6099,Jharkhand,Jamtara,2020,2,73046,1036231
6100,Jharkhand,Dumka,2020,2,80010,1309799
6101,Jharkhand,Koderma,2020,2,94012,2276635
6102,Jharkhand,Hazaribagh,2020,2,276976,6078697
6103,Jharkhand,Simdega,2020,2,20958,375778
6104,Jharkhand,Garhwa,2020,2,100688,2708446
6105,Jharkhand,Saraikela Kharsawan,2020,2,136923,2371618
6106,Jharkhand,Gumla,2020,2,40978,688946
6107,Jharkhand,Chatra,2020,2,77456,2137879
6108,Jharkhand,Khunti,2020,2,25097,427578
6109,Jharkhand,Dhanbad,2020,2,519732,8715419
6110,Jharkhand,Godda,2020,2,88221,1800387
6111,Jharkhand,Deoghar,2020,2,210740,3369491
6112,Jharkhand,Palamu,2020,2,183579,4618929
6113,Jharkhand,Latehar,2020,2,48794,1254156
6114,Jharkhand,West Singhbhum,2020,2,88090,1491416
6115,Jharkhand,Pakur,2020,2,38861,729837
6116,Jharkhand,Lohardaga,2020,2,31965,598456
6117,Jharkhand,Sahebganj,2020,2,64796,1199443
6118,Jharkhand,Giridih,2020,2,220721,5073397
6119,Jharkhand,Bokaro,2020,2,380895,7954669
6120,Jharkhand,Ramgarh,2020,3,182149,4719920
6121,Jharkhand,Ranchi,2020,3,722352,14371567
6122,Jharkhand,East Singhbhum,2020,3,476881,9601377
6123,Jharkhand,Jamtara,2020,3,82584,1071457
6124,Jharkhand,Dumka,2020,3,88903,1564610
6125,Jharkhand,Koderma,2020,3,103523,2918884
6126,Jharkhand,Hazaribagh,2020,3,306623,8188515
6127,Jharkhand,Simdega,2020,3,24233,453592
6128,Jharkhand,Garhwa,2020,3,112486,3145878
6129,Jharkhand,Saraikela Kharsawan,2020,3,150480,3088081
6130,Jharkhand,Gumla,2020,3,46938,854422
6131,Jharkhand,Chatra,2020,3,86445,2422661
6132,Jharkhand,Khunti,2020,3,28530,538438
6133,Jharkhand,Dhanbad,2020,3,564484,11502948
6134,Jharkhand,Godda,2020,3,98410,2166338
6135,Jharkhand,Deoghar,2020,3,238221,4346879
6136,Jharkhand,Palamu,2020,3,204809,5512618
6137,Jharkhand,Latehar,2020,3,54768,1507817
6138,Jharkhand,West Singhbhum,2020,3,98640,1895347
6139,Jharkhand,Pakur,2020,3,44056,835095
6140,Jharkhand,Lohardaga,2020,3,36103,759662
6141,Jharkhand,Sahebganj,2020,3,73039,1451892
6142,Jharkhand,Giridih,2020,3,242810,5878227
6143,Jharkhand,Bokaro,2020,3,412560,10522559
6144,Jharkhand,Ramgarh,2020,4,199908,6042221
6145,Jharkhand,Ranchi,2020,4,791146,19830651
6146,Jharkhand,East Singhbhum,2020,4,520692,12669781
6147,Jharkhand,Jamtara,2020,4,90255,1051354
6148,Jharkhand,Dumka,2020,4,98398,1911871
6149,Jharkhand,Koderma,2020,4,113832,3687750
6150,Jharkhand,Hazaribagh,2020,4,337622,10727123
6151,Jharkhand,Simdega,2020,4,27521,561265
6152,Jharkhand,Garhwa,2020,4,125297,4029317
6153,Jharkhand,Saraikela Kharsawan,2020,4,165120,3960287
6154,Jharkhand,Gumla,2020,4,52706,1073895
6155,Jharkhand,Chatra,2020,4,96589,2948733
6156,Jharkhand,Khunti,2020,4,31920,664446
6157,Jharkhand,Dhanbad,2020,4,614521,14915118
6158,Jharkhand,Godda,2020,4,108334,2359492
6159,Jharkhand,Deoghar,2020,4,261144,4446401
6160,Jharkhand,Palamu,2020,4,227735,6932382
6161,Jharkhand,Latehar,2020,4,61376,1886815
6162,Jharkhand,West Singhbhum,2020,4,109565,2393037
6163,Jharkhand,Pakur,2020,4,49145,990748
6164,Jharkhand,Lohardaga,2020,4,40149,928898
6165,Jharkhand,Sahebganj,2020,4,81607,1854693
6166,Jharkhand,Giridih,2020,4,266388,7122309
6167,Jharkhand,Bokaro,2020,4,446968,13322248
6168,Jharkhand,Ramgarh,2021,1,216188,6534314
6169,Jharkhand,Ranchi,2021,1,853943,24364256
6170,Jharkhand,East Singhbhum,2021,1,560083,13862208
6171,Jharkhand,Jamtara,2021,1,97127,1055011
6172,Jharkhand,Dumka,2021,1,106316,2134734
6173,Jharkhand,Koderma,2021,1,123296,4042931
6174,Jharkhand,Hazaribagh,2021,1,366460,12583272
6175,Jharkhand,Simdega,2021,1,30003,645261
6176,Jharkhand,Garhwa,2021,1,136634,4603704
6177,Jharkhand,Saraikela Kharsawan,2021,1,177952,4356961
6178,Jharkhand,Gumla,2021,1,57454,1197448
6179,Jharkhand,Chatra,2021,1,105135,3325471
6180,Jharkhand,Khunti,2021,1,34728,743854
6181,Jharkhand,Dhanbad,2021,1,661077,15887183
6182,Jharkhand,Godda,2021,1,117166,2698124
6183,Jharkhand,Deoghar,2021,1,281799,4690063
6184,Jharkhand,Palamu,2021,1,247954,8066488
6185,Jharkhand,Latehar,2021,1,66756,2190635
6186,Jharkhand,West Singhbhum,2021,1,118302,2578239
6187,Jharkhand,Pakur,2021,1,53417,1136413
6188,Jharkhand,Lohardaga,2021,1,43640,1013709
6189,Jharkhand,Sahebganj,2021,1,88783,2200017
6190,Jharkhand,Giridih,2021,1,288800,7801690
6191,Jharkhand,Bokaro,2021,1,480036,14019345
6192,Jharkhand,Ramgarh,2021,2,231819,6897453
6193,Jharkhand,Ranchi,2021,2,913972,19524717
6194,Jharkhand,East Singhbhum,2021,2,598988,12301577
6195,Jharkhand,Jamtara,2021,2,104479,2126668
6196,Jharkhand,Dumka,2021,2,114356,4718005
6197,Jharkhand,Koderma,2021,2,132641,5645523
6198,Jharkhand,Hazaribagh,2021,2,393223,16248395
6199,Jharkhand,Simdega,2021,2,32588,2868439
6200,Jharkhand,Garhwa,2021,2,147560,9942378
6201,Jharkhand,Saraikela Kharsawan,2021,2,190784,5627014
6202,Jharkhand,Gumla,2021,2,62413,4324289
6203,Jharkhand,Chatra,2021,2,113517,8089470
6204,Jharkhand,Khunti,2021,2,37571,2462593
6205,Jharkhand,Dhanbad,2021,2,707255,12468482
6206,Jharkhand,Godda,2021,2,125926,4183158
6207,Jharkhand,Deoghar,2021,2,302724,5493078
6208,Jharkhand,Palamu,2021,2,267081,13019054
6209,Jharkhand,Latehar,2021,2,72198,5660081
6210,Jharkhand,West Singhbhum,2021,2,127433,6082383
6211,Jharkhand,Pakur,2021,2,57693,2119481
6212,Jharkhand,Lohardaga,2021,2,47186,1885472
6213,Jharkhand,Sahebganj,2021,2,95632,3608898
6214,Jharkhand,Giridih,2021,2,311161,14594016
6215,Jharkhand,Bokaro,2021,2,513303,14343483
6216,Jharkhand,Ramgarh,2021,3,250016,8757056
6217,Jharkhand,Ranchi,2021,3,982147,27974257
6218,Jharkhand,East Singhbhum,2021,3,642805,16207989
6219,Jharkhand,Jamtara,2021,3,113199,2531677
6220,Jharkhand,Dumka,2021,3,124101,5890404
6221,Jharkhand,Koderma,2021,3,143395,6604614
6222,Jharkhand,Hazaribagh,2021,3,424328,21020796
6223,Jharkhand,Simdega,2021,3,35666,3575214
6224,Jharkhand,Garhwa,2021,3,160500,11129378
6225,Jharkhand,Saraikela Kharsawan,2021,3,205625,7269417
6226,Jharkhand,Gumla,2021,3,68433,5329594
6227,Jharkhand,Chatra,2021,3,123490,9659396
6228,Jharkhand,Khunti,2021,3,41000,3160466
6229,Jharkhand,Dhanbad,2021,3,759888,15713561
6230,Jharkhand,Godda,2021,3,136332,4910183
6231,Jharkhand,Deoghar,2021,3,327586,6505237
6232,Jharkhand,Palamu,2021,3,289617,15151980
6233,Jharkhand,Latehar,2021,3,78586,7273256
6234,Jharkhand,West Singhbhum,2021,3,138137,8303956
6235,Jharkhand,Pakur,2021,3,62824,2830933
6236,Jharkhand,Lohardaga,2021,3,51347,2426133
6237,Jharkhand,Sahebganj,2021,3,103775,4587932
6238,Jharkhand,Giridih,2021,3,337529,16247750
6239,Jharkhand,Bokaro,2021,3,551517,17414819
6240,Jharkhand,Ramgarh,2021,4,267710,13128254
6241,Jharkhand,Ranchi,2021,4,1050479,47168019
6242,Jharkhand,East Singhbhum,2021,4,686766,25038156
6243,Jharkhand,Jamtara,2021,4,121635,2085697
6244,Jharkhand,Dumka,2021,4,133647,4199037
6245,Jharkhand,Koderma,2021,4,153951,9738720
6246,Jharkhand,Hazaribagh,2021,4,455411,26793581
6247,Jharkhand,Simdega,2021,4,38803,1446594
6248,Jharkhand,Garhwa,2021,4,173273,9706672
6249,Jharkhand,Saraikela Kharsawan,2021,4,220378,8541090
6250,Jharkhand,Gumla,2021,4,74184,2452764
6251,Jharkhand,Chatra,2021,4,133013,7503063
6252,Jharkhand,Khunti,2021,4,44343,1587917
6253,Jharkhand,Dhanbad,2021,4,812467,30935388
6254,Jharkhand,Godda,2021,4,146344,5124535
6255,Jharkhand,Deoghar,2021,4,351728,9085059
6256,Jharkhand,Palamu,2021,4,311702,16858288
6257,Jharkhand,Latehar,2021,4,84949,4809991
6258,Jharkhand,West Singhbhum,2021,4,148470,5094641
6259,Jharkhand,Pakur,2021,4,67735,2181673
6260,Jharkhand,Lohardaga,2021,4,55415,2130989
6261,Jharkhand,Sahebganj,2021,4,111603,4772844
6262,Jharkhand,Giridih,2021,4,362829,18499654
6263,Jharkhand,Bokaro,2021,4,589361,26077383
6264,Jharkhand,Ramgarh,2022,1,284993,8511310
6265,Jharkhand,Ranchi,2022,1,1115386,25543169
6266,Jharkhand,East Singhbhum,2022,1,728043,16031807
6267,Jharkhand,Jamtara,2022,1,129831,5164704
6268,Jharkhand,Dumka,2022,1,142767,13991217
6269,Jharkhand,Koderma,2022,1,164357,8819732
6270,Jharkhand,Hazaribagh,2022,1,485388,28779029
6271,Jharkhand,Simdega,2022,1,41596,9873256
6272,Jharkhand,Garhwa,2022,1,186055,21084113
6273,Jharkhand,Saraikela Kharsawan,2022,1,234284,10335365
6274,Jharkhand,Gumla,2022,1,79572,12854186
6275,Jharkhand,Chatra,2022,1,142601,20452172
6276,Jharkhand,Khunti,2022,1,47381,7503720
6277,Jharkhand,Dhanbad,2022,1,862955,8822023
6278,Jharkhand,Godda,2022,1,156522,7224128
6279,Jharkhand,Deoghar,2022,1,375345,7353380
6280,Jharkhand,Palamu,2022,1,333409,22076334
6281,Jharkhand,Latehar,2022,1,91046,16239357
6282,Jharkhand,West Singhbhum,2022,1,158559,19386712
6283,Jharkhand,Pakur,2022,1,72474,5284941
6284,Jharkhand,Lohardaga,2022,1,59387,4299614
6285,Jharkhand,Sahebganj,2022,1,119193,8177435
6286,Jharkhand,Giridih,2022,1,387949,27383023
6287,Jharkhand,Bokaro,2022,1,626182,16165254
6288,Jharkhand,Ramgarh,2022,2,301481,9587871
6289,Jharkhand,Ranchi,2022,2,1176707,28142010
6290,Jharkhand,East Singhbhum,2022,2,767451,16263585
6291,Jharkhand,Jamtara,2022,2,137308,5659295
6292,Jharkhand,Dumka,2022,2,150959,16407466
6293,Jharkhand,Koderma,2022,2,174032,10058229
6294,Jharkhand,Hazaribagh,2022,2,513316,34129603
6295,Jharkhand,Simdega,2022,2,43976,10782824
6296,Jharkhand,Garhwa,2022,2,197920,25679048
6297,Jharkhand,Saraikela Kharsawan,2022,2,247346,11414366
6298,Jharkhand,Gumla,2022,2,84189,14156104
6299,Jharkhand,Chatra,2022,2,151181,23805097
6300,Jharkhand,Khunti,2022,2,50173,8397797
6301,Jharkhand,Dhanbad,2022,2,910885,8675771
6302,Jharkhand,Godda,2022,2,165751,8095464
6303,Jharkhand,Deoghar,2022,2,397542,8732015
6304,Jharkhand,Palamu,2022,2,353653,25412593
6305,Jharkhand,Latehar,2022,2,96644,18770145
6306,Jharkhand,West Singhbhum,2022,2,167576,22468923
6307,Jharkhand,Pakur,2022,2,76800,5884669
6308,Jharkhand,Lohardaga,2022,2,62940,5252772
6309,Jharkhand,Sahebganj,2022,2,126207,8936289
6310,Jharkhand,Giridih,2022,2,411014,34460111
6311,Jharkhand,Bokaro,2022,2,661123,17881438
6312,Jharkhand,Ramgarh,2022,3,318524,10565052
6313,Jharkhand,Ranchi,2022,3,1240013,29762965
6314,Jharkhand,East Singhbhum,2022,3,808077,19080052
6315,Jharkhand,Jamtara,2022,3,144946,6951045
6316,Jharkhand,Dumka,2022,3,159000,17861970
6317,Jharkhand,Koderma,2022,3,184029,11517574
6318,Jharkhand,Hazaribagh,2022,3,542145,39435599
6319,Jharkhand,Simdega,2022,3,46267,11005369
6320,Jharkhand,Garhwa,2022,3,209835,26599548
6321,Jharkhand,Saraikela Kharsawan,2022,3,260605,12258879
6322,Jharkhand,Gumla,2022,3,88627,15813994
6323,Jharkhand,Chatra,2022,3,159669,25643565
6324,Jharkhand,Khunti,2022,3,52686,8212761
6325,Jharkhand,Dhanbad,2022,3,961257,8905102
6326,Jharkhand,Godda,2022,3,175220,9809370
6327,Jharkhand,Deoghar,2022,3,420404,10028375
6328,Jharkhand,Palamu,2022,3,374369,26034277
6329,Jharkhand,Latehar,2022,3,101957,22116894
6330,Jharkhand,West Singhbhum,2022,3,176299,24081508
6331,Jharkhand,Pakur,2022,3,81030,7662233
6332,Jharkhand,Lohardaga,2022,3,66559,6268805
6333,Jharkhand,Sahebganj,2022,3,133412,10421449
6334,Jharkhand,Giridih,2022,3,434250,36940894
6335,Jharkhand,Bokaro,2022,3,697249,17251580
6336,Jharkhand,Ramgarh,2022,4,334310,16495695
6337,Jharkhand,Ranchi,2022,4,1301412,62592229
6338,Jharkhand,East Singhbhum,2022,4,847360,33606713
6339,Jharkhand,Jamtara,2022,4,151622,3728480
6340,Jharkhand,Dumka,2022,4,165890,6661179
6341,Jharkhand,Koderma,2022,4,193342,14001821
6342,Jharkhand,Hazaribagh,2022,4,569551,35939746
6343,Jharkhand,Simdega,2022,4,48059,2324022
